source_run,source_artifact,model_identifier,family,split,plan_id,edit_method,case_id,status,target_layer,edit_success,candidate_version,selected_layer,score,margin,localized_layer,presence_peak_layer,B0,B1,B2
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,1,complete,5,True,M0_raw,5,2718.034423828125,1264.530029296875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,1,complete,5,True,M1_raw,5,2661.210693359375,1329.122314453125,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,2,complete,5,True,M0,5,0.03341703861951828,0.013476839289069176,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,2,complete,5,True,M1,5,0.03130677342414856,0.01560216024518013,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,2,complete,5,True,M2,5,60.53387104543676,57.349808102393965,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,2,complete,5,True,M3,5,105.98851013183594,101.45505475997925,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,2,complete,5,True,M0_raw,5,1592.4168701171875,643.86376953125,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,2,complete,5,True,M1_raw,5,1493.3829345703125,744.3577270507812,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,3,complete,5,True,M0,5,0.5889832973480225,0.29428091645240784,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,3,complete,5,True,M1,5,0.5888347029685974,0.29441696405410767,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,3,complete,5,True,M2,5,227.2069500001572,224.02288705711442,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,3,complete,5,True,M3,5,2100.099853515625,2095.5663981437683,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,3,complete,5,True,M0_raw,5,66209.4921875,33100.890625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,3,complete,5,True,M1_raw,5,66207.1953125,33103.7109375,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,4,complete,5,True,M0,5,0.5435534119606018,0.271548330783844,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,4,complete,5,True,M1,5,0.5434042811393738,0.2717006206512451,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,4,complete,5,True,M2,5,212.91558550971902,209.73152256667623,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,4,complete,5,True,M3,5,2086.2158203125,2081.6823649406433,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,4,complete,5,True,M0_raw,5,55015.828125,27503.203125,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,4,complete,5,True,M1_raw,5,55013.05859375,27506.59375,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,5,complete,5,True,M0,5,0.05569769814610481,0.02578926272690296,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,5,complete,5,True,M1,5,0.05448990315198898,0.02721068635582924,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,5,complete,5,True,M2,5,110.23616176805677,107.05209882501399,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,5,complete,5,True,M3,5,197.00660705566406,192.47315168380737,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,5,complete,5,True,M0_raw,5,2719.853515625,1265.318603515625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,5,complete,5,True,M1_raw,5,2663.07470703125,1330.0504150390625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,6,complete,5,True,M0,5,0.06954909861087799,0.03310173377394676,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,6,complete,5,True,M1,5,0.06859960407018661,0.034272413700819016,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,6,complete,5,True,M2,5,141.73130832537458,138.5472453823318,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,6,complete,5,True,M3,5,251.48451232910156,246.95105695724487,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,6,complete,5,True,M0_raw,5,3448.14306640625,1648.5115966796875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,6,complete,5,True,M1_raw,5,3403.532958984375,1700.6181640625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,7,complete,5,True,M0,5,0.14642508327960968,0.07240293174982071,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,7,complete,5,True,M1,5,0.14600232243537903,0.07299380749464035,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,7,complete,5,True,M2,5,322.03805614794567,318.85399320490285,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,7,complete,5,True,M3,5,520.179931640625,515.6464762687683,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,7,complete,5,True,M0_raw,5,7920.02294921875,3926.86572265625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,7,complete,5,True,M1_raw,5,7900.7041015625,3950.192138671875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,8,complete,5,True,M0,5,0.05940710008144379,0.027764730155467987,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,8,complete,5,True,M1,5,0.05828080326318741,0.029109645634889603,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,8,complete,5,True,M2,5,118.06152341216705,114.87746046912426,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,8,complete,5,True,M3,5,206.1396026611328,201.60614728927612,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,8,complete,5,True,M0_raw,5,2912.77880859375,1367.7384033203125,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,8,complete,5,True,M1_raw,5,2859.832763671875,1428.609130859375,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,9,complete,5,True,M0,5,0.12623557448387146,0.06217566877603531,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,9,complete,5,True,M1,5,0.12573905289173126,0.06285423040390015,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,9,complete,5,True,M2,5,271.0959096497979,267.91184670675506,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,9,complete,5,True,M3,5,448.3434143066406,443.80995893478394,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,9,complete,5,True,M0_raw,5,6669.38427734375,3295.049072265625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,9,complete,5,True,M1_raw,5,6646.431640625,3322.6650390625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,10,complete,5,True,M0,5,0.5762581825256348,0.2879151701927185,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,10,complete,5,True,M1,5,0.5761096477508545,0.2880556285381317,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,10,complete,5,True,M2,5,223.28081247564154,220.09674953259875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,10,complete,5,True,M3,5,2206.2529296875,2201.7194743156433,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,10,complete,5,True,M0_raw,5,62829.328125,31410.654296875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,10,complete,5,True,M1_raw,5,62826.89453125,31413.609375,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,11,complete,5,True,M0,5,0.49117401242256165,0.24534647166728973,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,11,complete,5,True,M1,5,0.4910218119621277,0.24550990760326385,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,11,complete,5,True,M2,5,196.23649742622018,193.0524344831774,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,11,complete,5,True,M3,5,1694.9344482421875,1690.4009928703308,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,11,complete,5,True,M0_raw,5,44598.21875,22293.791015625,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,11,complete,5,True,M1_raw,5,44594.79296875,22297.5859375,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,12,complete,5,True,M0,5,0.09249681979417801,0.04497905820608139,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,12,complete,5,True,M1,5,0.09180030226707458,0.04588368162512779,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,12,complete,5,True,M2,5,188.31071203562902,185.12664909258623,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,12,complete,5,True,M3,5,306.4510498046875,301.9175944328308,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,12,complete,5,True,M0_raw,5,4703.7841796875,2296.178466796875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,12,complete,5,True,M1_raw,5,4671.18505859375,2334.97998046875,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,14,complete,5,True,M0,5,0.02128051593899727,0.0060575734823942184,5,5,True,not_evaluated_uncalibrated,True
rome-math-n50-deepseek-7b-base-v1,analysis_out/rome-math-n50-deepseek-7b-base-v1/plans/deepseek-7b-base/cases0-49_r01/methods/rome/captures/rome-math-ablation.json,deepseek-7b-base,deepseek,development,cases0-49_r01,rome,14,complete,5,True,M1,5,0.017719808965921402,0.008756780996918678,5,5,True,not_evaluated_uncalibrated,True
